service_call_id,customer_id,technician_id,equipment_id,service_date,service_type,duration_hours,labor_cost,parts_cost,total_cost
1140,357,4,45,2024-09-06,Inspection,5.4,437.4,177.72,615.12
1141,30,8,32,2025-01-20,Maintenance,5.9,454.3,81.41,535.71
1142,332,8,23,2025-01-11,Installation,7.5,742.5,297.47,1039.97
1143,417,6,29,2025-01-31,Repair,2.2,123.2,166.47,289.67
1144,102,9,42,2025-06-16,Maintenance,5.5,330.0,42.93,372.93
1145,75,12,30,2025-07-29,Repair,3.5,213.5,122.96,336.46
1146,11,12,33,2025-02-05,Emergency,5.7,547.2,206.15,753.35
1147,11,2,41,2025-03-08,Inspection,6.0,462.0,103.64,565.64
1148,89,7,32,2024-10-04,Installation,5.4,480.6,45.8,526.4
1149,189,2,44,2024-11-22,Repair,3.4,231.2,226.68,457.88
1150,210,5,33,2025-08-03,Installation,6.1,396.5,235.97,632.47
1151,198,7,3,2025-05-19,Inspection,7.4,695.6,292.05,987.6500000000001
1152,489,12,47,2025-01-11,Repair,4.3,361.2,175.93,537.13
1153,409,10,45,2025-01-19,Installation,5.6,448.0,238.07,686.0699999999999
1154,29,1,14,2024-10-16,Repair,6.1,494.1,151.77,645.87
1155,102,2,21,2025-06-07,Emergency,5.0,455.0,196.21,651.21
1156,427,14,39,2024-09-02,Maintenance,3.4,241.4,141.26,382.65999999999997
1157,108,5,15,2024-08-17,Installation,2.7,245.7,20.88,266.58
1158,318,4,39,2025-05-09,Inspection,5.2,509.6,286.17,795.77
1159,388,12,29,2025-05-01,Installation,6.8,421.6,253.63,675.23
1160,213,12,43,2024-11-06,Emergency,3.6,331.2,217.26,548.46
1161,98,3,12,2024-11-09,Emergency,6.4,569.6,50.45,620.0500000000001
1162,105,9,44,2024-11-09,Repair,1.0,66.0,207.52,273.52
1163,474,8,40,2025-04-14,Inspection,4.2,386.4,140.93,527.3299999999999
1164,301,10,7,2025-04-24,Maintenance,6.9,621.0,203.22,824.22
1165,162,14,41,2025-02-24,Maintenance,2.3,144.9,189.7,334.6
1166,373,3,12,2024-08-05,Repair,1.1,89.1,40.39,129.49
1167,74,4,27,2025-06-12,Emergency,3.4,183.6,133.77,317.37
1168,86,9,50,2025-03-08,Repair,5.3,397.5,229.62,627.12
1169,232,13,5,2024-10-06,Inspection,6.2,477.4,163.2,640.5999999999999
1170,319,3,45,2025-03-26,Emergency,2.6,156.0,73.02,229.01999999999998
1171,303,4,25,2025-01-05,Installation,6.9,600.3,295.9,896.1999999999999
1172,479,7,18,2025-04-16,Repair,2.1,157.5,143.07,300.57
1173,180,4,25,2024-10-15,Emergency,3.8,212.8,55.73,268.53000000000003
1174,490,2,23,2024-09-11,Maintenance,5.7,359.1,240.32,599.4200000000001
1175,338,11,4,2025-06-25,Emergency,7.8,413.4,112.81,526.21
1176,418,12,8,2025-01-13,Installation,7.9,537.2,43.43,580.63
1177,136,2,37,2025-05-23,Inspection,1.0,92.0,153.85,245.85
1178,410,5,33,2024-11-06,Inspection,4.4,272.8,182.74,455.54
1179,470,10,42,2024-12-18,Inspection,1.8,104.4,87.66,192.06
1180,182,1,33,2025-04-27,Repair,6.6,508.2,151.03,659.23
1181,424,2,25,2025-05-11,Emergency,4.9,313.6,198.94,512.54
1182,437,9,35,2024-10-13,Installation,4.8,264.0,285.83,549.8299999999999
1183,342,10,32,2024-10-04,Inspection,1.1,56.1,23.63,79.73
1184,215,11,40,2025-08-03,Inspection,6.0,468.0,141.46,609.46
1185,47,5,7,2025-06-02,Installation,4.6,446.2,112.46,558.66
1186,149,4,17,2025-05-07,Installation,6.4,582.4,145.47,727.87
1187,244,4,39,2024-10-23,Installation,4.2,369.6,284.32,653.9200000000001
1188,445,11,17,2025-02-14,Maintenance,7.3,591.3,251.89,843.1899999999999
1189,325,11,36,2025-04-24,Repair,6.5,650.0,193.34,843.34
1190,203,10,8,2025-04-22,Installation,2.2,195.8,14.73,210.53
1191,374,11,30,2025-02-27,Installation,7.2,446.4,234.77,681.17
1192,498,7,31,2024-12-12,Emergency,4.6,280.6,274.94,555.54
1193,41,7,45,2025-08-02,Installation,1.8,144.0,224.6,368.6
1194,281,7,7,2025-07-14,Inspection,7.3,642.4,246.97,889.37
1195,278,7,6,2025-04-21,Installation,4.1,311.6,24.75,336.35
1196,13,11,43,2025-03-11,Emergency,5.8,295.8,18.03,313.83000000000004
1197,269,7,40,2024-10-09,Emergency,7.0,497.0,160.81,657.81
1198,232,3,17,2025-03-28,Inspection,7.1,639.0,71.53,710.53
1199,499,12,22,2025-01-31,Inspection,1.9,182.4,99.36,281.76
1200,354,10,6,2024-09-22,Emergency,7.9,410.8,213.64,624.44
1201,295,14,21,2025-04-30,Maintenance,2.8,243.6,74.88,318.48
1202,14,10,18,2025-04-18,Inspection,6.9,552.0,214.87,766.87
1203,108,5,30,2025-06-10,Installation,6.2,322.4,100.14,422.53999999999996
1204,215,4,41,2025-01-14,Inspection,7.1,624.8,222.71,847.51
1205,446,1,41,2025-04-13,Installation,7.0,399.0,135.83,534.83
1206,357,12,28,2024-11-01,Installation,4.1,229.6,101.96,331.56
1207,346,8,50,2024-11-14,Installation,1.2,88.8,79.1,167.89999999999998
1208,370,12,37,2024-10-25,Maintenance,5.8,371.2,227.25,598.45
1209,4,2,35,2024-08-27,Installation,6.8,612.0,114.57,726.5699999999999
1210,161,14,20,2025-07-11,Emergency,2.5,190.0,291.1,481.1
1211,148,13,25,2025-07-17,Emergency,1.8,97.2,220.17,317.37
1212,360,10,33,2024-10-13,Installation,6.7,335.0,99.63,434.63
1213,397,14,8,2024-09-14,Maintenance,3.5,269.5,6.48,275.98
1214,131,4,50,2024-11-18,Installation,6.4,608.0,43.19,651.19
1215,301,14,37,2024-12-08,Installation,3.0,246.0,298.73,544.73
1216,92,3,38,2025-01-30,Emergency,2.9,261.0,167.31,428.31
1217,495,13,30,2025-07-07,Maintenance,1.5,132.0,56.17,188.17000000000002
1218,235,11,18,2025-07-17,Repair,5.9,590.0,195.51,785.51
1219,419,11,35,2025-02-20,Installation,5.7,518.7,10.75,529.45
1220,387,13,28,2025-02-25,Inspection,1.1,99.0,62.54,161.54
1221,177,11,31,2024-10-31,Installation,5.9,306.8,254.08,560.88
1222,105,2,44,2025-03-13,Emergency,2.5,215.0,203.98,418.98
1223,138,10,2,2024-11-28,Inspection,3.9,210.6,98.58,309.18
1224,278,12,34,2024-12-04,Installation,4.3,339.7,121.72,461.41999999999996
1225,19,5,15,2024-12-25,Installation,2.5,182.5,178.64,361.14
1226,327,9,16,2024-08-09,Installation,2.9,281.3,179.78,461.08000000000004
1227,257,9,38,2025-02-25,Repair,6.3,611.1,8.58,619.6800000000001
1228,380,11,32,2024-12-09,Installation,5.4,448.2,86.41,534.61
1229,16,6,38,2025-01-24,Emergency,5.6,492.8,156.35,649.15
1230,39,3,5,2025-05-18,Emergency,2.5,245.0,170.7,415.7
1231,268,7,40,2025-07-14,Repair,1.0,61.0,250.23,311.23
1232,117,7,49,2025-04-12,Emergency,6.4,454.4,58.81,513.21
1233,197,14,14,2025-03-26,Installation,3.5,283.5,138.93,422.43
1234,53,3,12,2025-01-29,Installation,2.5,187.5,117.45,304.95
1235,280,5,18,2025-02-16,Installation,7.3,700.8,245.0,945.8
1236,83,9,28,2025-05-02,Repair,6.0,474.0,71.31,545.31
1237,477,2,48,2024-12-29,Installation,4.4,281.6,132.79,414.39
1238,141,7,20,2024-10-10,Maintenance,2.9,223.3,48.12,271.42
1239,98,8,29,2025-04-01,Repair,1.6,126.4,138.41,264.81
1240,153,2,9,2024-12-29,Inspection,1.3,89.7,285.72,375.42
1241,415,4,30,2025-07-03,Inspection,4.2,302.4,0.06,302.46
1242,43,9,17,2025-01-17,Inspection,2.5,170.0,215.38,385.38
1243,244,12,8,2024-11-13,Inspection,3.6,288.0,246.13,534.13
1244,135,15,31,2024-09-23,Maintenance,5.5,297.0,89.75,386.75
1245,231,12,8,2025-08-05,Inspection,7.9,521.4,19.46,540.86
1246,484,9,31,2024-10-04,Inspection,5.2,494.0,92.21,586.21
1247,386,2,29,2024-11-21,Inspection,6.2,620.0,104.89,724.89
1248,89,9,12,2024-08-24,Installation,4.7,286.7,81.67,368.37
1249,82,9,30,2025-01-06,Inspection,2.7,143.1,88.41,231.51
1250,326,8,8,2025-01-02,Inspection,2.3,186.3,276.9,463.2
1251,226,15,15,2025-01-10,Emergency,6.2,372.0,106.69,478.69
1252,480,14,22,2025-07-01,Installation,7.4,621.6,263.64,885.24
1253,159,10,39,2025-03-13,Repair,3.4,210.8,182.56,393.36
1254,468,2,38,2024-08-15,Emergency,2.1,155.4,84.57,239.97
1255,96,7,1,2025-06-05,Installation,3.5,252.0,207.47,459.47
1256,237,5,25,2025-03-02,Maintenance,3.5,227.5,172.53,400.03
1257,409,4,44,2024-10-14,Installation,4.7,390.1,290.04,680.1400000000001
1258,184,15,47,2025-02-17,Inspection,2.9,278.4,184.53,462.92999999999995
1259,31,10,49,2025-03-21,Inspection,6.0,540.0,287.08,827.0799999999999
1260,434,8,25,2025-02-07,Maintenance,3.4,170.0,248.44,418.44
1261,366,13,47,2025-03-15,Emergency,6.8,340.0,229.98,569.98
1262,22,3,12,2025-05-30,Maintenance,3.0,195.0,286.89,481.89
1263,322,6,35,2025-02-27,Emergency,7.8,709.8,129.06,838.8599999999999
1264,499,12,35,2024-11-13,Maintenance,2.8,201.6,208.56,410.15999999999997
1265,34,15,35,2024-12-07,Inspection,5.3,280.9,181.6,462.5
1266,322,14,4,2025-01-20,Installation,6.9,676.2,184.98,861.1800000000001
1267,311,5,38,2025-01-19,Maintenance,4.9,401.8,146.69,548.49
1268,318,8,44,2024-12-15,Emergency,6.1,402.6,165.79,568.39
1269,494,11,34,2025-07-26,Maintenance,5.3,477.0,175.63,652.63
1270,73,14,27,2024-10-29,Installation,1.6,136.0,216.24,352.24
1271,390,13,15,2025-02-04,Maintenance,7.9,703.1,147.14,850.24
1272,388,6,32,2024-09-23,Inspection,3.2,172.8,151.56,324.36
1273,484,15,24,2024-10-21,Installation,1.4,138.6,132.64,271.24
1274,161,11,27,2024-12-14,Maintenance,5.0,275.0,229.35,504.35
1275,414,15,4,2025-01-22,Repair,7.8,624.0,204.83,828.83
1276,242,13,33,2025-07-27,Maintenance,5.8,522.0,51.34,573.34
1277,93,6,44,2024-10-23,Inspection,8.0,528.0,145.63,673.63
1278,84,1,2,2025-02-04,Emergency,5.9,383.5,68.49,451.99
1279,227,14,28,2025-02-24,Installation,3.8,277.4,238.87,516.27
1280,18,13,16,2024-09-07,Repair,3.2,163.2,230.59,393.78999999999996
1281,477,15,25,2025-01-21,Repair,5.8,539.4,17.97,557.37
1282,320,15,19,2025-04-28,Installation,2.4,211.2,155.37,366.57
1283,169,10,22,2025-03-17,Inspection,3.0,276.0,250.22,526.22
1284,8,8,17,2025-01-01,Inspection,2.3,135.7,85.3,221.0
1285,211,2,1,2024-10-05,Repair,5.4,399.6,127.78,527.38
1286,73,15,41,2024-10-05,Emergency,4.3,305.3,42.63,347.93
1287,81,14,21,2025-02-02,Repair,6.9,558.9,17.64,576.54
1288,481,5,26,2025-01-24,Installation,3.8,231.8,236.31,468.11
1289,85,7,13,2025-01-24,Maintenance,6.2,483.6,30.8,514.4
1290,201,10,16,2025-01-16,Emergency,7.6,630.8,89.47,720.27
1291,362,9,35,2024-11-13,Emergency,6.0,348.0,112.01,460.01
1292,216,7,12,2025-01-05,Emergency,4.6,280.6,227.93,508.53000000000003
1293,4,9,5,2024-10-25,Repair,4.0,292.0,43.32,335.32
1294,18,7,28,2025-06-04,Maintenance,4.3,374.1,144.71,518.8100000000001
1295,239,5,34,2025-06-10,Repair,4.2,273.0,62.58,335.58
1296,408,8,2,2025-01-25,Maintenance,4.3,270.9,9.5,280.4
1297,233,15,2,2024-12-23,Repair,4.0,220.0,137.55,357.55
1298,250,8,4,2024-08-23,Repair,1.6,108.8,141.95,250.75
1299,281,10,3,2024-08-09,Emergency,2.4,199.2,185.89,385.09
1300,411,4,9,2025-04-17,Maintenance,4.6,262.2,67.92,330.12
1301,320,1,1,2025-03-15,Maintenance,2.4,218.4,140.28,358.68
1302,457,15,6,2025-01-23,Repair,1.4,79.8,202.48,282.28
1303,476,6,43,2024-12-05,Repair,3.2,288.0,72.57,360.57
1304,1,6,19,2024-11-13,Installation,2.3,216.2,278.79,494.99
1305,25,2,44,2025-06-30,Repair,6.0,462.0,250.35,712.35
1306,22,10,38,2025-06-08,Maintenance,3.8,380.0,234.16,614.16
1307,30,7,37,2025-02-20,Emergency,4.7,239.7,20.86,260.56
1308,118,5,40,2025-04-22,Emergency,1.2,118.8,249.32,368.12
1309,18,1,9,2025-03-02,Emergency,4.4,250.8,39.14,289.94
1310,160,4,4,2024-08-22,Installation,2.9,287.1,126.83,413.93
1311,349,8,8,2024-09-12,Emergency,4.9,308.7,183.31,492.01
1312,339,10,20,2024-09-19,Inspection,3.3,188.1,237.91,426.01
1313,71,1,8,2024-09-12,Repair,4.8,316.8,252.7,569.5
1314,341,13,8,2025-01-01,Repair,5.2,473.2,89.06,562.26
1315,421,3,41,2025-03-01,Installation,6.7,623.1,24.34,647.44
1316,67,10,35,2025-06-09,Maintenance,4.0,352.0,242.86,594.86
1317,16,3,1,2025-03-29,Inspection,1.6,147.2,130.41,277.61
1318,165,4,12,2025-03-07,Emergency,4.3,266.6,132.19,398.79
1319,176,9,14,2025-06-09,Emergency,3.5,241.5,73.16,314.65999999999997
1320,116,6,12,2025-03-15,Installation,5.7,302.1,299.47,601.57
1321,312,12,29,2025-04-19,Emergency,6.3,428.4,298.35,726.75
1322,14,10,12,2025-01-08,Emergency,2.0,122.0,271.88,393.88
1323,256,10,10,2025-07-12,Installation,1.3,126.1,276.22,402.32000000000005
1324,415,8,27,2024-08-19,Emergency,2.0,148.0,239.11,387.11
1325,50,15,24,2025-02-06,Repair,2.5,240.0,192.5,432.5
1326,492,5,26,2024-12-12,Emergency,6.3,315.0,205.0,520.0
1327,481,10,29,2025-05-09,Inspection,6.7,569.5,52.59,622.09
1328,190,8,11,2025-02-22,Emergency,2.7,145.8,49.22,195.02
1329,492,15,40,2025-01-28,Installation,3.9,257.4,90.28,347.67999999999995
1330,496,7,50,2024-09-11,Maintenance,4.3,378.4,288.25,666.65
1331,127,12,34,2024-11-16,Emergency,7.5,600.0,243.86,843.86
1332,285,11,1,2024-09-03,Emergency,1.1,56.1,66.57,122.66999999999999
1333,31,3,35,2024-12-05,Inspection,7.9,592.5,278.12,870.62
1334,227,13,23,2025-03-16,Repair,4.0,332.0,81.56,413.56
1335,280,5,1,2025-06-29,Emergency,4.1,311.6,63.05,374.65000000000003
1336,307,2,10,2024-12-27,Installation,2.7,243.0,2.01,245.01
1337,442,1,48,2024-10-19,Installation,2.3,165.6,222.08,387.68
1338,90,13,16,2025-07-31,Inspection,7.5,697.5,274.22,971.72
1339,276,13,50,2025-06-08,Maintenance,7.9,711.0,222.6,933.6
1340,377,11,26,2024-08-20,Installation,2.5,177.5,131.18,308.68
1341,83,11,43,2024-10-21,Installation,6.9,600.3,65.12,665.42
1342,498,12,12,2024-10-19,Maintenance,7.7,654.5,244.01,898.51
1343,484,13,42,2024-10-13,Emergency,4.0,244.0,234.44,478.44
1344,461,12,33,2025-01-10,Installation,7.9,632.0,51.11,683.11
1345,404,9,42,2025-01-31,Emergency,1.7,95.2,94.64,189.84
1346,472,10,37,2024-10-09,Inspection,1.8,104.4,224.86,329.26
1347,108,14,35,2025-04-17,Installation,1.0,81.0,105.62,186.62
1348,479,3,39,2025-03-11,Maintenance,2.3,156.4,27.4,183.8
1349,462,6,27,2024-11-19,Repair,5.0,420.0,206.19,626.19
1350,276,13,5,2024-11-24,Maintenance,3.4,183.6,170.18,353.78
1351,478,4,30,2025-07-19,Installation,5.8,446.6,252.26,698.86
1352,473,10,2,2025-01-22,Repair,2.3,202.4,74.94,277.34000000000003
1353,141,5,39,2025-03-09,Emergency,6.3,441.0,107.35,548.35
1354,110,1,9,2025-01-23,Repair,4.1,299.3,1.44,300.74
1355,475,9,49,2024-08-17,Inspection,2.5,135.0,254.46,389.46000000000004
1356,317,2,27,2025-01-17,Emergency,3.0,240.0,220.47,460.47
1357,243,2,13,2024-11-25,Repair,3.1,294.5,214.9,509.4
1358,475,8,41,2024-12-09,Maintenance,3.2,230.4,173.52,403.92
1359,301,15,26,2025-02-01,Maintenance,7.2,489.6,179.81,669.4100000000001
1360,33,13,27,2024-11-06,Repair,4.6,349.6,238.39,587.99
1361,211,3,15,2025-04-11,Maintenance,4.0,220.0,73.9,293.9
1362,7,2,24,2025-03-14,Repair,4.4,352.0,28.02,380.02
1363,395,2,10,2025-05-17,Inspection,6.1,384.3,38.78,423.08000000000004
1364,497,7,20,2024-08-27,Installation,4.5,373.5,88.13,461.63
1365,454,9,40,2025-05-10,Emergency,3.0,201.0,67.75,268.75
1366,177,12,2,2025-01-01,Maintenance,5.8,423.4,209.99,633.39
1367,258,15,43,2025-05-05,Inspection,2.9,226.2,43.2,269.4
1368,28,9,8,2025-02-26,Inspection,4.7,300.8,181.59,482.39
1369,499,3,43,2025-07-07,Repair,2.4,184.8,185.34,370.14
1370,313,11,9,2025-04-17,Maintenance,7.4,695.6,171.27,866.87
1371,273,12,26,2024-10-03,Emergency,4.3,387.0,21.4,408.4
1372,395,14,40,2024-10-25,Inspection,7.4,555.0,179.4,734.4
1373,385,2,36,2025-02-20,Inspection,3.5,245.0,245.33,490.33000000000004
1374,383,5,28,2025-01-22,Repair,3.8,288.8,101.67,390.47
1375,187,6,20,2025-07-23,Maintenance,5.6,453.6,47.88,501.48
1376,61,10,22,2024-08-18,Installation,6.0,408.0,28.83,436.83
1377,492,1,30,2025-04-30,Inspection,6.0,468.0,78.19,546.19
1378,96,14,45,2025-05-23,Installation,2.4,206.4,22.15,228.55
1379,392,2,24,2024-09-24,Emergency,6.8,537.2,276.95,814.1500000000001
1380,388,9,1,2025-03-24,Repair,3.7,199.8,6.3,206.10000000000002
1381,293,1,6,2024-10-26,Inspection,5.5,506.0,108.37,614.37
1382,235,7,9,2025-03-17,Emergency,6.2,576.6,22.89,599.49
1383,67,5,20,2025-05-18,Emergency,5.2,317.2,151.34,468.53999999999996
1384,435,2,29,2025-06-29,Emergency,5.9,359.9,185.99,545.89
1385,474,11,26,2025-05-05,Inspection,1.2,90.0,45.89,135.89
1386,3,11,31,2024-11-08,Maintenance,3.2,224.0,205.94,429.94
1387,289,9,29,2025-06-22,Inspection,4.5,400.5,255.61,656.11
1388,417,3,47,2025-07-15,Installation,4.3,344.0,66.43,410.43
1389,244,9,2,2025-01-12,Repair,4.1,274.7,171.29,445.99
1390,472,2,24,2025-01-27,Maintenance,6.9,565.8,184.82,750.6199999999999
1391,409,4,10,2025-02-10,Installation,1.0,97.0,101.25,198.25
1392,487,15,30,2024-10-12,Installation,1.7,129.2,149.53,278.73
1393,406,1,46,2025-07-21,Emergency,6.6,343.2,285.62,628.8199999999999
1394,223,8,27,2024-11-26,Repair,1.5,90.0,147.83,237.83
1395,183,15,22,2025-02-07,Repair,2.1,201.6,261.99,463.59000000000003
1396,250,7,28,2024-12-03,Repair,4.1,225.5,86.95,312.45
1397,31,13,46,2024-12-14,Emergency,2.1,165.9,77.55,243.45
1398,297,11,10,2024-12-30,Emergency,4.3,352.6,290.43,643.03
1399,241,5,28,2024-12-20,Inspection,6.1,549.0,140.65,689.65
1400,463,14,32,2024-10-06,Installation,1.3,83.2,138.61,221.81
1401,272,15,22,2024-08-12,Installation,1.9,110.2,30.33,140.53
1402,5,8,43,2025-06-14,Installation,3.3,184.8,204.42,389.22
1403,407,11,44,2025-07-06,Inspection,6.3,491.4,211.68,703.0799999999999
1404,149,12,33,2024-10-19,Inspection,3.8,209.0,85.14,294.14
1405,271,10,10,2024-12-28,Emergency,7.0,357.0,52.55,409.55
1406,319,15,36,2024-11-15,Inspection,2.7,259.2,135.05,394.25
1407,336,6,18,2025-06-29,Installation,5.4,421.2,3.29,424.49
1408,441,15,48,2024-08-08,Maintenance,5.6,431.2,236.33,667.53
1409,433,15,32,2025-07-23,Installation,4.3,283.8,179.42,463.22
1410,58,10,36,2024-12-29,Repair,7.6,706.8,264.98,971.78
1411,470,11,15,2025-02-13,Installation,6.2,427.8,280.91,708.71
1412,297,12,10,2024-11-30,Maintenance,5.1,433.5,255.33,688.83
1413,59,8,11,2025-04-22,Installation,5.1,408.0,275.85,683.85
1414,410,9,27,2025-01-08,Emergency,3.8,361.0,177.68,538.6800000000001
1415,499,13,50,2025-03-20,Inspection,4.4,334.4,122.12,456.52
1416,444,2,36,2025-01-24,Installation,5.4,399.6,89.64,489.24
1417,225,9,47,2025-05-25,Maintenance,7.1,653.2,143.93,797.1300000000001
1418,493,4,37,2025-03-08,Installation,3.0,174.0,14.21,188.21
1419,101,10,43,2025-03-16,Repair,5.2,426.4,147.96,574.36
1420,94,12,50,2024-08-29,Emergency,6.2,372.0,2.84,374.84
1421,350,8,37,2024-12-13,Installation,4.7,296.1,219.83,515.9300000000001
1422,202,4,22,2025-05-03,Emergency,2.3,170.2,224.62,394.82
1423,181,14,45,2024-09-15,Emergency,5.0,270.0,41.42,311.42
1424,294,3,2,2025-06-21,Emergency,7.5,435.0,282.51,717.51
1425,66,10,25,2024-12-02,Maintenance,6.3,466.2,112.89,579.09
1426,73,2,45,2025-07-13,Maintenance,4.7,437.1,133.44,570.54
1427,486,15,4,2025-01-19,Repair,4.7,333.7,223.01,556.71
1428,458,12,4,2025-02-02,Repair,5.9,424.8,196.9,621.7
1429,153,5,49,2024-08-29,Maintenance,7.8,413.4,65.11,478.51
1430,80,11,30,2025-03-19,Repair,5.4,529.2,33.76,562.96
1431,461,2,35,2025-04-29,Maintenance,4.6,326.6,161.99,488.59000000000003
1432,303,1,28,2025-05-15,Inspection,6.1,603.9,85.24,689.14
1433,203,14,50,2025-05-19,Emergency,6.9,414.0,149.22,563.22
1434,324,1,50,2024-08-23,Repair,6.4,448.0,161.35,609.35
1435,287,12,11,2025-06-01,Maintenance,7.8,514.8,258.44,773.24
1436,121,8,20,2025-07-03,Installation,7.0,350.0,206.73,556.73
1437,172,1,34,2025-02-23,Installation,5.7,524.4,125.18,649.5799999999999
1438,320,14,34,2025-01-12,Maintenance,5.2,483.6,223.48,707.08
1439,396,12,39,2024-12-10,Inspection,6.2,353.4,64.56,417.96
1440,63,8,20,2025-06-03,Inspection,7.5,750.0,47.37,797.37
1441,245,6,38,2025-04-10,Repair,5.9,542.8,24.91,567.7099999999999
1442,123,8,31,2025-04-03,Emergency,7.6,653.6,12.05,665.65
1443,274,11,16,2024-11-22,Repair,3.9,354.9,257.14,612.04
1444,2,11,42,2025-04-25,Repair,2.0,110.0,123.41,233.41
1445,35,6,22,2024-10-10,Inspection,2.7,202.5,81.03,283.53
1446,490,7,23,2025-07-02,Repair,3.6,288.0,96.8,384.8
1447,171,13,27,2025-03-17,Emergency,6.5,591.5,69.81,661.31
1448,131,6,42,2025-06-07,Inspection,6.4,422.4,148.86,571.26
1449,99,11,16,2025-06-01,Inspection,7.7,454.3,177.48,631.78
1450,273,7,39,2025-05-10,Maintenance,3.7,229.4,210.89,440.28999999999996
1451,222,7,37,2024-08-07,Inspection,5.9,436.6,79.0,515.6
1452,289,4,30,2024-12-01,Inspection,5.4,307.8,46.75,354.55
1453,96,2,9,2025-03-30,Inspection,5.3,413.4,114.01,527.41
1454,361,3,29,2025-02-02,Emergency,1.4,84.0,46.17,130.17000000000002
1455,78,2,40,2025-01-10,Repair,7.7,585.2,147.12,732.32
1456,247,7,3,2024-08-05,Inspection,3.6,259.2,109.54,368.74
1457,26,10,25,2025-03-06,Inspection,7.6,387.6,16.35,403.95000000000005
1458,389,1,25,2025-01-26,Repair,2.7,226.8,273.17,499.97
1459,130,5,6,2025-07-20,Emergency,1.6,99.2,77.74,176.94
1460,262,15,49,2024-11-07,Maintenance,1.5,108.0,11.99,119.99
1461,329,7,2,2024-12-16,Inspection,8.0,448.0,32.58,480.58
1462,374,5,41,2025-07-23,Emergency,7.2,662.4,169.42,831.8199999999999
1463,68,12,34,2024-10-05,Emergency,3.7,281.2,130.75,411.95
1464,342,12,17,2025-04-23,Repair,3.6,298.8,284.14,582.94
1465,478,11,18,2025-05-17,Repair,1.5,103.5,123.22,226.72
1466,234,10,14,2025-01-20,Inspection,4.5,432.0,66.5,498.5
1467,311,12,43,2025-04-05,Inspection,2.3,156.4,289.16,445.56000000000006
1468,242,3,32,2024-09-08,Repair,5.5,275.0,181.22,456.22
1469,73,2,8,2025-05-08,Emergency,7.4,503.2,148.29,651.49
1470,399,9,10,2025-02-12,Installation,7.5,495.0,85.37,580.37
1471,393,2,48,2024-12-23,Inspection,7.1,610.6,187.13,797.73
1472,450,8,13,2025-03-18,Emergency,5.4,324.0,210.63,534.63
1473,13,15,12,2025-04-18,Installation,1.7,129.2,102.71,231.90999999999997
1474,305,6,33,2025-01-09,Inspection,1.1,55.0,287.09,342.09
1475,337,1,22,2025-06-16,Repair,6.8,442.0,120.8,562.8
1476,223,11,27,2024-08-17,Maintenance,2.4,156.0,158.48,314.48
1477,189,3,19,2024-09-29,Emergency,1.3,80.6,168.23,248.82999999999998
1478,382,2,34,2024-12-20,Repair,3.8,205.2,202.5,407.7
1479,312,10,27,2024-10-24,Inspection,3.8,231.8,186.17,417.97
1480,246,1,9,2025-03-27,Emergency,7.8,616.2,263.76,879.96
1481,340,2,11,2025-04-16,Repair,2.3,170.2,8.4,178.6
1482,381,7,20,2024-10-21,Repair,6.2,365.8,236.0,601.8
1483,355,12,13,2025-05-18,Repair,1.2,120.0,100.94,220.94
1484,150,7,22,2024-12-16,Maintenance,4.3,404.2,250.15,654.35
1485,10,9,30,2024-09-13,Installation,7.5,502.5,266.95,769.45
1486,64,1,4,2025-03-15,Installation,4.0,324.0,157.71,481.71000000000004
1487,431,4,19,2024-10-03,Installation,2.8,145.6,51.86,197.45999999999998
1488,384,7,22,2025-06-12,Installation,7.1,383.4,277.03,660.43
1489,223,8,23,2025-01-05,Emergency,5.6,470.4,17.99,488.39
1490,473,5,3,2024-08-18,Maintenance,2.2,127.6,151.47,279.07
1491,58,4,18,2025-07-23,Emergency,2.2,204.6,157.47,362.07
1492,164,10,5,2025-03-12,Maintenance,2.0,122.0,112.32,234.32
1493,303,4,29,2024-08-21,Installation,3.9,315.9,96.55,412.45
1494,123,10,23,2024-12-14,Repair,1.2,75.6,188.79,264.39
1495,268,11,11,2025-03-14,Installation,1.5,102.0,296.9,398.9
1496,191,1,10,2025-06-27,Repair,6.8,421.6,177.86,599.46
1497,117,11,11,2025-06-14,Inspection,5.7,484.5,297.71,782.21
1498,386,3,18,2024-12-10,Repair,7.8,468.0,6.48,474.48
1499,406,13,33,2025-02-18,Repair,3.1,241.8,216.04,457.84000000000003
1500,331,15,26,2025-03-08,Maintenance,6.1,353.8,80.13,433.93
1501,389,3,16,2025-07-20,Inspection,6.9,545.1,136.16,681.26
1502,475,3,36,2025-06-01,Installation,6.0,522.0,111.58,633.58
1503,161,10,30,2024-10-18,Emergency,2.0,170.0,8.36,178.36
1504,356,6,21,2024-12-21,Maintenance,7.2,597.6,124.46,722.0600000000001
1505,238,4,23,2024-09-13,Inspection,5.4,518.4,9.7,528.1
1506,449,4,24,2025-04-10,Repair,3.1,251.1,34.54,285.64
1507,125,15,49,2024-10-16,Inspection,7.1,511.2,169.43,680.63
1508,104,3,4,2024-12-02,Maintenance,1.6,139.2,81.16,220.35999999999999
1509,291,5,34,2024-09-06,Installation,1.4,137.2,143.48,280.67999999999995
1510,313,1,19,2024-09-02,Maintenance,1.2,115.2,140.17,255.37
1511,173,11,33,2024-09-05,Emergency,3.1,248.0,43.1,291.1
